Size,Group,Dir1,Dir2,Dir3,Dir4,Ind1,Ind2,Ind3,Ind4,Score,Eq1,Eq2,N1,N2,Des1,Des2,Dep1,Dep2,Bla1,Bla2,Bla3
Small,Local,6,6,6,6,6,7,4,4,45,6,5,4,6,6,2,6,4,6,6,4
Small,Local,6,7,6,6,7,7,6,6,51,7,6,6,5,7,7,7,5,7,7,7
Small,Local,7,7,7,7,7,7,7,7,56,7,7,7,7,7,7,7,7,7,7,7
Small,Local,7,6,6,6,6,7,5,6,49,6,5,5,5,5,6,6,5,6,6,6
Small,Local,6,7,6,7,6,7,6,6,51,7,7,6,6,6,7,6,6,7,6,6
Small,Local,6,6,6,2,6,6,5,5,42,2,2,6,6,6,6,6,6,6,6,6
Small,Local,7,7,7,7,7,7,7,7,56,7,7,7,7,7,7,7,7,7,7,7
Small,Local,6,6,6,4,6,6,3,4,41,4,4,1,6,7,4,6,4,7,7,7
Small,Local,6,6,7,7,7,7,4,7,51,7,1,7,6,6,6,7,6,7,6,6
Small,Local,5,5,6,6,6,7,5,4,44,6,6,3,5,6,6,7,6,7,7,7
Small,Local,7,7,6,6,7,7,5,7,52,4,6,7,7,7,6,5,7,7,7,6
Small,Local,7,7,6,7,7,7,7,7,55,7,7,7,7,7,7,7,7,7,7,7
Small,Local,6,6,6,6,6,6,6,6,48,7,7,7,7,7,7,7,7,7,7,7
Small,Local,7,7,6,7,7,7,7,7,55,7,7,7,7,7,7,7,7,7,7,7
Small,Foreign,7,7,7,6,7,7,7,7,55,7,7,6,6,7,7,7,7,6,7,7
Small,Foreign,7,7,7,7,7,7,7,6,55,7,7,7,7,7,7,7,7,7,7,7
Small,Foreign,7,7,7,7,7,7,6,6,54,7,6,7,7,7,7,1,6,7,7,7
Small,Foreign,6,6,7,6,7,7,5,6,50,7,7,5,6,7,7,7,7,7,7,6
Small,Foreign,5,7,6,7,7,6,6,5,49,6,6,5,6,6,6,7,7,7,7,7
Small,Foreign,6,6,6,6,6,6,6,7,49,7,7,7,7,7,7,7,7,7,7,7
Small,Foreign,7,7,7,6,7,7,6,6,53,7,7,6,6,7,6,7,7,7,6,7
Small,Foreign,7,7,7,7,7,7,3,7,52,7,7,7,7,7,7,7,6,7,7,7
Small,Foreign,7,6,6,6,7,7,5,6,50,4,4,4,6,4,1,6,7,7,7,5
Small,Foreign,7,6,7,7,7,6,7,6,53,7,7,7,6,7,7,7,7,7,7,7
Small,Foreign,5,4,5,5,5,5,4,4,37,5,4,4,4,5,5,5,4,7,7,6
Small,Foreign,6,5,6,6,6,5,6,4,44,5,5,6,6,6,5,6,5,6,4,5
Small,Foreign,5,7,7,7,7,7,7,7,54,7,7,7,7,7,7,7,7,7,7,7
Small,Foreign,6,6,6,6,6,6,5,5,46,5,6,5,5,5,4,6,4,6,6,6
Small,Foreign,6,6,6,6,6,6,6,6,48,6,7,7,7,7,7,7,7,7,7,7
Small,Foreign,7,7,7,1,7,7,7,7,50,7,7,7,7,7,7,7,7,7,7,7
Small,Foreign,5,5,6,6,7,3,6,5,43,5,7,5,5,5,6,7,6,7,7,6
Small,Foreign,6,6,6,6,6,6,6,7,49,7,7,7,7,7,7,6,7,7,7,7
Small,Foreign,5,6,5,6,6,6,3,4,41,6,5,6,5,6,6,6,7,7,5,6
Small,Foreign,2,4,5,5,2,2,2,2,24,5,6,2,2,4,3,2,1,7,4,4
Small,Foreign,5,5,5,5,6,6,3,4,39,4,4,4,5,5,4,5,4,5,5,5
Small,Foreign,7,7,6,1,6,6,6,6,45,6,6,6,6,6,6,6,6,7,7,7
Small,Foreign,6,6,6,6,6,6,6,6,48,7,7,7,7,7,7,7,7,7,7,7
Small,Foreign,5,6,5,7,5,7,5,4,44,3,3,6,7,6,2,7,6,5,5,5
Small,Foreign,7,6,7,7,7,7,4,6,51,4,4,7,7,4,5,6,6,5,7,7
Small,Foreign,6,6,6,6,6,6,5,6,47,7,7,6,6,6,7,7,7,7,6,6
Small,Foreign,4,4,4,4,5,5,4,4,34,5,5,4,4,5,4,6,4,7,7,7
Small,Foreign,6,6,6,6,6,6,4,7,47,6,7,4,7,7,6,7,7,7,7,7
Small,Foreign,6,6,6,6,6,6,6,6,48,7,7,7,7,7,7,7,7,7,7,7
Small,Foreign,6,6,6,6,6,6,6,7,49,7,7,7,7,7,7,7,7,7,7,7
